latitud,longitud,code,id,state_id,name
16.119059,-92.050469,7099,42000000-0000-0000-0000-000000000182,40000000-0000-0000-0000-000000000007,La Trinitaria
17.278463,-92.315988,7100,42000000-0000-0000-0000-000000000183,40000000-0000-0000-0000-000000000007,Tumbala
16.753972,-93.115192,7101,42000000-0000-0000-0000-000000000184,40000000-0000-0000-0000-000000000007,Tuxtla Gutierrez
14.94019,-92.16897,7102,42000000-0000-0000-0000-000000000185,40000000-0000-0000-0000-000000000007,Tuxtla Chico
15.146063,-92.421621,7103,42000000-0000-0000-0000-000000000186,40000000-0000-0000-0000-000000000007,Tuzantan
16.184231,-92.187937,7104,42000000-0000-0000-0000-000000000187,40000000-0000-0000-0000-000000000007,Tzimol
15.060656,-92.081888,7105,42000000-0000-0000-0000-000000000188,40000000-0000-0000-0000-000000000007,Union Juarez
16.339617,-92.565135,7106,42000000-0000-0000-0000-000000000189,40000000-0000-0000-0000-000000000007,Venustiano Carranza
16.184751,-93.267684,7107,42000000-0000-0000-0000-000000000190,40000000-0000-0000-0000-000000000007,Villa Corzo
16.235486,-93.267708,7108,42000000-0000-0000-0000-000000000191,40000000-0000-0000-0000-000000000007,Villaflores
17.17391,-92.333944,7109,42000000-0000-0000-0000-000000000192,40000000-0000-0000-0000-000000000007,Yajalon
16.611637,-92.719342,7110,42000000-0000-0000-0000-000000000193,40000000-0000-0000-0000-000000000007,San Lucas
16.760119,-92.723581,7111,42000000-0000-0000-0000-000000000194,40000000-0000-0000-0000-000000000007,Zinacantan
16.892243,-92.371953,7112,42000000-0000-0000-0000-000000000195,40000000-0000-0000-0000-000000000007,San Juan Cancuc
16.917818,-92.688192,7113,42000000-0000-0000-0000-000000000196,40000000-0000-0000-0000-000000000007,Aldama
16.515828,-90.653302,7114,42000000-0000-0000-0000-000000000197,40000000-0000-0000-0000-000000000007,Benemerito de las Americas
16.140397,-91.295104,7115,42000000-0000-0000-0000-000000000198,40000000-0000-0000-0000-000000000007,Maravilla Tenejapa
16.333133,-90.765283,7116,42000000-0000-0000-0000-000000000199,40000000-0000-0000-0000-000000000007,Marques de Comillas
15.693917,-92.61926,7117,42000000-0000-0000-0000-000000000200,40000000-0000-0000-0000-000000000007,Montecristo de Guerrero
17.131998,-92.804987,7118,42000000-0000-0000-0000-000000000201,40000000-0000-0000-0000-000000000007,San Andres Duraznal
16.941438,-92.714596,7119,42000000-0000-0000-0000-000000000202,40000000-0000-0000-0000-000000000007,Santiago el Pinar
15.601128,-92.629098,7120,42000000-0000-0000-0000-000000000203,40000000-0000-0000-0000-000000000007,Capitan Luis Angel Vidal
17.209471,-92.93757,7121,42000000-0000-0000-0000-000000000204,40000000-0000-0000-0000-000000000007,Rincon Chamula San Pedro
16.366228,-93.006711,7122,42000000-0000-0000-0000-000000000205,40000000-0000-0000-0000-000000000007,El Parral
16.539172,-92.896724,7123,42000000-0000-0000-0000-000000000206,40000000-0000-0000-0000-000000000007,Emiliano Zapata
17.189222,-93.604773,7124,42000000-0000-0000-0000-000000000207,40000000-0000-0000-0000-000000000007,Mezcalapa
15.589663,-92.476057,7125,42000000-0000-0000-0000-000000000208,40000000-0000-0000-0000-000000000007,Honduras de la Sierra
30.617734,-106.512415,8001,42000000-0000-0000-0000-000000000209,40000000-0000-0000-0000-000000000008,Ahumada
28.838381,-105.911293,8002,42000000-0000-0000-0000-000000000210,40000000-0000-0000-0000-000000000008,Aldama
26.939426,-105.395077,8003,42000000-0000-0000-0000-000000000211,40000000-0000-0000-0000-000000000008,Allende
28.594503,-105.887474,8004,42000000-0000-0000-0000-000000000212,40000000-0000-0000-0000-000000000008,Aquiles Serdan
31.092176,-107.995949,8005,42000000-0000-0000-0000-000000000213,40000000-0000-0000-0000-000000000008,Ascension
28.764943,-107.253622,8006,42000000-0000-0000-0000-000000000214,40000000-0000-0000-0000-000000000008,Bachiniva
26.954107,-106.346923,8007,42000000-0000-0000-0000-000000000215,40000000-0000-0000-0000-000000000008,Balleza
27.026652,-107.73971,8008,42000000-0000-0000-0000-000000000216,40000000-0000-0000-0000-000000000008,Batopilas de Manuel Gomez Morin
27.840743,-107.589253,8009,42000000-0000-0000-0000-000000000217,40000000-0000-0000-0000-000000000008,Bocoyna
29.843371,-107.471314,8010,42000000-0000-0000-0000-000000000218,40000000-0000-0000-0000-000000000008,Buenaventura
27.694962,-105.17162,8011,42000000-0000-0000-0000-000000000219,40000000-0000-0000-0000-000000000008,Camargo
27.916532,-107.05681,8012,42000000-0000-0000-0000-000000000220,40000000-0000-0000-0000-000000000008,Carichi
30.375704,-107.948805,8013,42000000-0000-0000-0000-000000000221,40000000-0000-0000-0000-000000000008,Casas Grandes
26.737615,-105.158312,8014,42000000-0000-0000-0000-000000000222,40000000-0000-0000-0000-000000000008,Coronado
29.462043,-105.094358,8015,42000000-0000-0000-0000-000000000223,40000000-0000-0000-0000-000000000008,Coyame del Sotol
27.863889,-105.196389,8016,42000000-0000-0000-0000-000000000224,40000000-0000-0000-0000-000000000008,La Cruz
28.406312,-106.866044,8017,42000000-0000-0000-0000-000000000225,40000000-0000-0000-0000-000000000008,Cuauhtemoc
28.241111,-106.836667,8018,42000000-0000-0000-0000-000000000226,40000000-0000-0000-0000-000000000008,Cusihuiriachi
28.636794,-106.076307,8019,42000000-0000-0000-0000-000000000227,40000000-0000-0000-0000-000000000008,Chihuahua
27.39281,-108.536229,8020,42000000-0000-0000-0000-000000000228,40000000-0000-0000-0000-000000000008,Chinipas
28.193333,-105.471111,8021,42000000-0000-0000-0000-000000000229,40000000-0000-0000-0000-000000000008,Delicias
28.154667,-106.47703,8022,42000000-0000-0000-0000-000000000230,40000000-0000-0000-0000-000000000008,Dr. Belisario Dominguez
30.112949,-107.616744,8023,42000000-0000-0000-0000-000000000231,40000000-0000-0000-0000-000000000008,Galeana
28.343346,-106.368054,8024,42000000-0000-0000-0000-000000000232,40000000-0000-0000-0000-000000000008,Santa Isabel
29.357019,-107.738655,8025,42000000-0000-0000-0000-000000000233,40000000-0000-0000-0000-000000000008,Gomez Farias
28.247824,-106.510123,8026,42000000-0000-0000-0000-000000000234,40000000-0000-0000-0000-000000000008,Gran Morelos
26.819153,-107.069362,8027,42000000-0000-0000-0000-000000000235,40000000-0000-0000-0000-000000000008,Guachochi
31.390107,-106.101754,8028,42000000-0000-0000-0000-000000000236,40000000-0000-0000-0000-000000000008,Guadalupe
26.094516,-106.964369,8029,42000000-0000-0000-0000-000000000237,40000000-0000-0000-0000-000000000008,Guadalupe y Calvo
27.276382,-108.279956,8030,42000000-0000-0000-0000-000000000238,40000000-0000-0000-0000-000000000008,Guazapares
28.548192,-107.486924,8031,42000000-0000-0000-0000-000000000239,40000000-0000-0000-0000-000000000008,Guerrero
26.922088,-105.667143,8032,42000000-0000-0000-0000-000000000240,40000000-0000-0000-0000-000000000008,Hidalgo del Parral
27.05467,-106.179456,8033,42000000-0000-0000-0000-000000000241,40000000-0000-0000-0000-000000000008,Huejotitan
29.643212,-107.764195,8034,42000000-0000-0000-0000-000000000242,40000000-0000-0000-0000-000000000008,Ignacio Zaragoza
