scope,municipality_id,municipio_nombre,disease_key,disease_name,confirmation_status,case_count,started_at,ended_at,status,source_datasets,latest_update
MUNICIPALITY,42000000-0000-0000-0000-000000000778,Tultepec,INFLUENZA,Influenza,SUSPECTED,8,2026-06-29 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000778,Tultepec,MEASLES,Measles,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000778,Tultepec,RUBELLA,Rubella,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000779,Tultitlan,COVID-19,COVID-19,CONFIRMED,3,2026-06-09 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000779,Tultitlan,COVID-19,COVID-19,SUSPECTED,31,2026-06-04 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000779,Tultitlan,INFLUENZA,Influenza,SUSPECTED,31,2026-06-04 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000779,Tultitlan,MEASLES,Measles,SUSPECTED,5,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000779,Tultitlan,RUBELLA,Rubella,SUSPECTED,5,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000001829,Tulum,COVID-19,COVID-19,SUSPECTED,12,2026-06-05 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001829,Tulum,INFLUENZA,Influenza,SUSPECTED,12,2026-06-05 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001829,Tulum,MEASLES,Measles,CONFIRMED,6,2026-06-29 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
