scope,municipality_id,municipio_nombre,disease_key,disease_name,confirmation_status,case_count,started_at,ended_at,status,source_datasets,latest_update
MUNICIPALITY,42000000-0000-0000-0000-000000002315,Abala,COVID-19,COVID-19,SUSPECTED,1,2026-08-17 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002315,Abala,INFLUENZA,Influenza,SUSPECTED,1,2026-08-17 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000331,Abasolo,COVID-19,COVID-19,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000331,Abasolo,INFLUENZA,Influenza,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000085,Acacoyagua,MEASLES,Measles,SUSPECTED,2,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000085,Acacoyagua,RUBELLA,Rubella,SUSPECTED,2,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000001586,Acajete,COVID-19,COVID-19,SUSPECTED,1,2026-06-15 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001586,Acajete,INFLUENZA,Influenza,SUSPECTED,1,2026-06-15 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000086,Acala,MEASLES,Measles,CONFIRMED,1,2026-06-03 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000086,Acala,MEASLES,Measles,SUSPECTED,4,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000086,Acala,RUBELLA,Rubella,SUSPECTED,4,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000332,Acambaro,COVID-19,COVID-19,CONFIRMED,2,2026-08-09 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000332,Acambaro,COVID-19,COVID-19,SUSPECTED,10,2026-06-07 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000332,Acambaro,INFLUENZA,Influenza,SUSPECTED,10,2026-06-07 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000332,Acambaro,MEASLES,Measles,SUSPECTED,2,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000332,Acambaro,RUBELLA,Rubella,SUSPECTED,2,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000671,Acambay de Ruiz Castaneda,COVID-19,COVID-19,SUSPECTED,2,2026-07-02 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000671,Acambay de Ruiz Castaneda,INFLUENZA,Influenza,SUSPECTED,2,2026-07-02 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002316,Acanceh,COVID-19,COVID-19,SUSPECTED,2,2026-06-22 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002316,Acanceh,INFLUENZA,Influenza,CONFIRMED,2,2026-08-02 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002316,Acanceh,INFLUENZA,Influenza,SUSPECTED,2,2026-06-22 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000377,Acapulco de Juarez,COVID-19,COVID-19,CONFIRMED,3,2026-07-19 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000377,Acapulco de Juarez,COVID-19,COVID-19,SUSPECTED,238,2026-06-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000377,Acapulco de Juarez,DENGUE,Dengue fever,SUSPECTED,1,2026-06-03 00:00:00,,ACTIVE,DENGUE_ABIERTO,2026-08-20
MUNICIPALITY,42000000-0000-0000-0000-000000000377,Acapulco de Juarez,INFLUENZA,Influenza,SUSPECTED,238,2026-06-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000377,Acapulco de Juarez,MEASLES,Measles,SUSPECTED,3,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000377,Acapulco de Juarez,RUBELLA,Rubella,SUSPECTED,3,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000001588,Acatlan,COVID-19,COVID-19,CONFIRMED,1,2026-07-29 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001588,Acatlan,COVID-19,COVID-19,SUSPECTED,2,2026-06-30 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001588,Acatlan,INFLUENZA,Influenza,SUSPECTED,2,2026-06-30 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000547,Acatlan de Juarez,COVID-19,COVID-19,SUSPECTED,2,2026-08-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000547,Acatlan de Juarez,INFLUENZA,Influenza,SUSPECTED,2,2026-08-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000547,Acatlan de Juarez,MEASLES,Measles,SUSPECTED,2,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000547,Acatlan de Juarez,RUBELLA,Rubella,SUSPECTED,2,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000001017,Acatlan de Perez Figueroa,COVID-19,COVID-19,SUSPECTED,1,2026-06-07 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001017,Acatlan de Perez Figueroa,INFLUENZA,Influenza,SUSPECTED,1,2026-06-07 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001589,Acatzingo,COVID-19,COVID-19,SUSPECTED,1,2026-07-17 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001589,Acatzingo,INFLUENZA,Influenza,SUSPECTED,1,2026-07-17 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000463,Acaxochitlan,COVID-19,COVID-19,CONFIRMED,1,2026-08-04 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000672,Acolman,COVID-19,COVID-19,SUSPECTED,5,2026-06-15 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000672,Acolman,INFLUENZA,Influenza,SUSPECTED,5,2026-06-15 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000464,Actopan,COVID-19,COVID-19,SUSPECTED,3,2026-06-25 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000464,Actopan,INFLUENZA,Influenza,SUSPECTED,3,2026-06-25 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000796,Acuitzio,MEASLES,Measles,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000796,Acuitzio,RUBELLA,Rubella,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000673,Aculco,COVID-19,COVID-19,SUSPECTED,4,2026-06-12 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000673,Aculco,INFLUENZA,Influenza,SUSPECTED,4,2026-06-12 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002306,Agua Dulce,COVID-19,COVID-19,SUSPECTED,2,2026-07-25 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002306,Agua Dulce,INFLUENZA,Influenza,SUSPECTED,2,2026-07-25 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001912,Agua Prieta,COVID-19,COVID-19,SUSPECTED,5,2026-06-05 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001912,Agua Prieta,INFLUENZA,Influenza,SUSPECTED,5,2026-06-05 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001912,Agua Prieta,MEASLES,Measles,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000001912,Agua Prieta,RUBELLA,Rubella,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000966,Agualeguas,COVID-19,COVID-19,SUSPECTED,1,2026-07-20 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000966,Agualeguas,INFLUENZA,Influenza,SUSPECTED,1,2026-07-20 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000001,Aguascalientes,COVID-19,COVID-19,CONFIRMED,8,2026-06-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000001,Aguascalientes,COVID-19,COVID-19,SUSPECTED,199,2026-06-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000001,Aguascalientes,DENGUE,Dengue fever,SUSPECTED,1,2026-08-03 00:00:00,,ACTIVE,DENGUE_ABIERTO,2026-08-20
MUNICIPALITY,42000000-0000-0000-0000-000000000001,Aguascalientes,INFLUENZA,Influenza,CONFIRMED,3,2026-07-17 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000001,Aguascalientes,INFLUENZA,Influenza,SUSPECTED,199,2026-06-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000001,Aguascalientes,MEASLES,Measles,CONFIRMED,4,2026-06-19 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000001,Aguascalientes,MEASLES,Measles,SUSPECTED,14,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000001,Aguascalientes,RUBELLA,Rubella,SUSPECTED,14,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000001891,Ahome,COVID-19,COVID-19,CONFIRMED,14,2026-07-20 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001891,Ahome,COVID-19,COVID-19,SUSPECTED,117,2026-06-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001891,Ahome,DENGUE,Dengue fever,SUSPECTED,2,2026-07-18 00:00:00,,ACTIVE,DENGUE_ABIERTO,2026-08-20
MUNICIPALITY,42000000-0000-0000-0000-000000001891,Ahome,INFLUENZA,Influenza,CONFIRMED,6,2026-06-08 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001891,Ahome,INFLUENZA,Influenza,SUSPECTED,117,2026-06-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001891,Ahome,MEASLES,Measles,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000001891,Ahome,RUBELLA,Rubella,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000946,Ahuacatlan,COVID-19,COVID-19,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000946,Ahuacatlan,INFLUENZA,Influenza,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000378,Ahuacuotzingo,DENGUE,Dengue fever,SUSPECTED,1,2026-06-01 00:00:00,,ACTIVE,DENGUE_ABIERTO,2026-08-20
MUNICIPALITY,42000000-0000-0000-0000-000000000548,Ahualulco de Mercado,MEASLES,Measles,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000548,Ahualulco de Mercado,RUBELLA,Rubella,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000001593,Ahuazotepec,COVID-19,COVID-19,SUSPECTED,1,2026-08-02 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001593,Ahuazotepec,INFLUENZA,Influenza,SUSPECTED,1,2026-08-02 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000466,Ajacuba,COVID-19,COVID-19,SUSPECTED,2,2026-08-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000466,Ajacuba,INFLUENZA,Influenza,SUSPECTED,2,2026-08-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001595,Ajalpan,COVID-19,COVID-19,SUSPECTED,1,2026-07-10 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001595,Ajalpan,INFLUENZA,Influenza,SUSPECTED,1,2026-07-10 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000379,Ajuchitlan del Progreso,COVID-19,COVID-19,CONFIRMED,1,2026-08-19 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002317,Akil,MEASLES,Measles,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000002317,Akil,RUBELLA,Rubella,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000001833,Alaquines,INFLUENZA,Influenza,CONFIRMED,1,2026-08-02 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000210,Aldama,COVID-19,COVID-19,SUSPECTED,2,2026-06-22 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002001,Aldama,COVID-19,COVID-19,SUSPECTED,1,2026-07-24 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000210,Aldama,INFLUENZA,Influenza,SUSPECTED,2,2026-06-22 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002001,Aldama,INFLUENZA,Influenza,SUSPECTED,1,2026-07-24 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000210,Aldama,MEASLES,Measles,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000210,Aldama,RUBELLA,Rubella,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000467,Alfajayucan,COVID-19,COVID-19,CONFIRMED,1,2026-06-19 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000968,Allende,COVID-19,COVID-19,SUSPECTED,4,2026-07-04 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000968,Allende,INFLUENZA,Influenza,SUSPECTED,4,2026-07-04 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000039,Allende,MEASLES,Measles,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000039,Allende,RUBELLA,Rubella,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000674,Almoloya de Alquisiras,COVID-19,COVID-19,CONFIRMED,1,2026-08-02 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000674,Almoloya de Alquisiras,COVID-19,COVID-19,SUSPECTED,1,2026-07-19 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000674,Almoloya de Alquisiras,INFLUENZA,Influenza,SUSPECTED,1,2026-07-19 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000675,Almoloya de Juarez,COVID-19,COVID-19,SUSPECTED,15,2026-06-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000675,Almoloya de Juarez,INFLUENZA,Influenza,SUSPECTED,15,2026-06-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000675,Almoloya de Juarez,MEASLES,Measles,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000675,Almoloya de Juarez,RUBELLA,Rubella,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000676,Almoloya del Rio,COVID-19,COVID-19,SUSPECTED,1,2026-07-10 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000676,Almoloya del Rio,INFLUENZA,Influenza,SUSPECTED,1,2026-07-10 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002002,Altamira,COVID-19,COVID-19,CONFIRMED,5,2026-07-26 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002002,Altamira,COVID-19,COVID-19,SUSPECTED,15,2026-06-08 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002002,Altamira,DENGUE,Dengue fever,SUSPECTED,3,2026-06-12 00:00:00,,ACTIVE,DENGUE_ABIERTO,2026-08-20
MUNICIPALITY,42000000-0000-0000-0000-000000002002,Altamira,INFLUENZA,Influenza,SUSPECTED,15,2026-06-08 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002002,Altamira,MEASLES,Measles,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000002002,Altamira,RUBELLA,Rubella,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000002113,Alvarado,COVID-19,COVID-19,SUSPECTED,2,2026-06-22 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002113,Alvarado,INFLUENZA,Influenza,SUSPECTED,2,2026-06-22 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000284,Alvaro Obregon,COVID-19,COVID-19,CONFIRMED,44,2026-06-08 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000284,Alvaro Obregon,COVID-19,COVID-19,SUSPECTED,65,2026-06-03 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000798,Alvaro Obregon,COVID-19,COVID-19,SUSPECTED,1,2026-08-15 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000284,Alvaro Obregon,INFLUENZA,Influenza,CONFIRMED,3,2026-06-23 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000284,Alvaro Obregon,INFLUENZA,Influenza,SUSPECTED,65,2026-06-03 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000798,Alvaro Obregon,INFLUENZA,Influenza,SUSPECTED,1,2026-08-15 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000284,Alvaro Obregon,MEASLES,Measles,CONFIRMED,5,2026-06-22 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000284,Alvaro Obregon,MEASLES,Measles,SUSPECTED,4,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000284,Alvaro Obregon,RUBELLA,Rubella,SUSPECTED,4,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000909,Amacuzac,DENGUE,Dengue fever,SUSPECTED,1,2026-07-06 00:00:00,,ACTIVE,DENGUE_ABIERTO,2026-08-20
MUNICIPALITY,42000000-0000-0000-0000-000000000089,Amatan,MEASLES,Measles,SUSPECTED,3,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000089,Amatan,RUBELLA,Rubella,SUSPECTED,3,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000091,Amatenango del Valle,MEASLES,Measles,SUSPECTED,2,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000091,Amatenango del Valle,RUBELLA,Rubella,SUSPECTED,2,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000002116,Amatlan de los Reyes,COVID-19,COVID-19,SUSPECTED,3,2026-06-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002116,Amatlan de los Reyes,DENGUE,Dengue fever,SUSPECTED,1,2026-07-16 00:00:00,,ACTIVE,DENGUE_ABIERTO,2026-08-20
MUNICIPALITY,42000000-0000-0000-0000-000000002116,Amatlan de los Reyes,INFLUENZA,Influenza,SUSPECTED,3,2026-06-01 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002043,Amaxac de Guerrero,COVID-19,COVID-19,SUSPECTED,1,2026-07-25 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000002043,Amaxac de Guerrero,INFLUENZA,Influenza,SUSPECTED,1,2026-07-25 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001803,Amealco de Bonfil,COVID-19,COVID-19,CONFIRMED,1,2026-08-16 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000551,Ameca,MEASLES,Measles,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000551,Ameca,RUBELLA,Rubella,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000679,Amecameca,COVID-19,COVID-19,CONFIRMED,1,2026-07-15 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000679,Amecameca,COVID-19,COVID-19,SUSPECTED,4,2026-06-09 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000679,Amecameca,INFLUENZA,Influenza,SUSPECTED,4,2026-06-09 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000000679,Amecameca,MEASLES,Measles,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000000679,Amecameca,RUBELLA,Rubella,SUSPECTED,1,2026-08-18 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
MUNICIPALITY,42000000-0000-0000-0000-000000001600,Amozoc,COVID-19,COVID-19,CONFIRMED,2,2026-07-20 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001600,Amozoc,COVID-19,COVID-19,SUSPECTED,13,2026-06-05 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001600,Amozoc,INFLUENZA,Influenza,SUSPECTED,13,2026-06-05 00:00:00,,ACTIVE,COVID19MEXICO,2026-08-24
MUNICIPALITY,42000000-0000-0000-0000-000000001600,Amozoc,MEASLES,Measles,CONFIRMED,11,2026-06-03 00:00:00,,ACTIVE,EFES_ABIERTO,2026-08-18
