scope,estado,disease_name,case_count,confirmation_status,status
STATE,Nuevo León,Acute otitis media,965,CONFIRMED,ACTIVE
STATE,Nuevo León,Brucellosis,8,CONFIRMED,ACTIVE
STATE,Nuevo León,COVID-19,6,CONFIRMED,ACTIVE
STATE,Nuevo León,Chagas disease,6,CONFIRMED,ACTIVE
STATE,Nuevo León,Chancroid,20,CONFIRMED,ACTIVE
STATE,Nuevo León,Chickenpox,681,CONFIRMED,ACTIVE
STATE,Nuevo León,Common cold,198816,CONFIRMED,ACTIVE
STATE,Nuevo León,Conjunctivitis,978,CONFIRMED,ACTIVE
STATE,Nuevo León,Cysticercosis,1,CONFIRMED,ACTIVE
STATE,Nuevo León,Dengue fever,2,CONFIRMED,ACTIVE
STATE,Nuevo León,Erysipelas,326,CONFIRMED,ACTIVE
STATE,Nuevo León,Genital herpes,85,CONFIRMED,ACTIVE
STATE,Nuevo León,Gonorrhea,47,CONFIRMED,ACTIVE
STATE,Nuevo León,HIV/AIDS,127,CONFIRMED,ACTIVE
STATE,Nuevo León,HPV,140,CONFIRMED,ACTIVE
STATE,Nuevo León,Healthcare-associated infection,456,CONFIRMED,ACTIVE
STATE,Nuevo León,Hepatitis A,10,CONFIRMED,ACTIVE
STATE,Nuevo León,Hepatitis B,6,CONFIRMED,ACTIVE
STATE,Nuevo León,Hepatitis C,20,CONFIRMED,ACTIVE
STATE,Nuevo León,Infectious gastroenteritis,69328,CONFIRMED,ACTIVE
STATE,Nuevo León,Influenza,662,CONFIRMED,ACTIVE
STATE,Nuevo León,Lymphogranuloma venereum,12,CONFIRMED,ACTIVE
STATE,Nuevo León,Meningitis,2,CONFIRMED,ACTIVE
STATE,Nuevo León,Mumps,261,CONFIRMED,ACTIVE
STATE,Nuevo León,Other viral hepatitis,22,CONFIRMED,ACTIVE
STATE,Nuevo León,Parasitic disease,261,CONFIRMED,ACTIVE
STATE,Nuevo León,Paratyphoid fever,4,CONFIRMED,ACTIVE
STATE,Nuevo León,Pinworm infection,62,CONFIRMED,ACTIVE
STATE,Nuevo León,Pneumonia,2796,CONFIRMED,ACTIVE
STATE,Nuevo León,Rocky Mountain spotted fever,11,CONFIRMED,ACTIVE
STATE,Nuevo León,Scabies,326935,CONFIRMED,ACTIVE
STATE,Nuevo León,Scarlet fever,35,CONFIRMED,ACTIVE
STATE,Nuevo León,Strep throat,605,CONFIRMED,ACTIVE
STATE,Nuevo León,Syphilis,354,CONFIRMED,ACTIVE
STATE,Nuevo León,Trichomonas infection,124,CONFIRMED,ACTIVE
STATE,Nuevo León,Tuberculosis,159020,CONFIRMED,ACTIVE
STATE,Nuevo León,Typhoid fever,10,CONFIRMED,ACTIVE
STATE,Nuevo León,Urethritis,27911,CONFIRMED,ACTIVE
STATE,Nuevo León,Vaginal yeast infection,963,CONFIRMED,ACTIVE
STATE,Nuevo León,Vaginitis,977,CONFIRMED,ACTIVE
STATE,Nuevo León,Viral exanthem,886,CONFIRMED,ACTIVE
STATE,Nuevo León,Whooping cough,45,CONFIRMED,ACTIVE
STATE,Oaxaca,Acute otitis media,6338,CONFIRMED,ACTIVE
STATE,Oaxaca,Brucellosis,13,CONFIRMED,ACTIVE
STATE,Oaxaca,COVID-19,3,CONFIRMED,ACTIVE
STATE,Oaxaca,Chagas disease,21,CONFIRMED,ACTIVE
STATE,Oaxaca,Chancroid,2,CONFIRMED,ACTIVE
STATE,Oaxaca,Chickenpox,483,CONFIRMED,ACTIVE
STATE,Oaxaca,Common cold,195580,CONFIRMED,ACTIVE
STATE,Oaxaca,Conjunctivitis,1001,CONFIRMED,ACTIVE
STATE,Oaxaca,Conjunctivitis due to virus,1,CONFIRMED,ACTIVE
STATE,Oaxaca,Cysticercosis,3,CONFIRMED,ACTIVE
STATE,Oaxaca,Dengue Severe,3,CONFIRMED,ACTIVE
STATE,Oaxaca,Dengue fever,11,CONFIRMED,ACTIVE
STATE,Oaxaca,Erysipelas,78,CONFIRMED,ACTIVE
STATE,Oaxaca,Genital herpes,58,CONFIRMED,ACTIVE
STATE,Oaxaca,Gonorrhea,56,CONFIRMED,ACTIVE
STATE,Oaxaca,HIV/AIDS,184,CONFIRMED,ACTIVE
STATE,Oaxaca,HPV,78,CONFIRMED,ACTIVE
STATE,Oaxaca,Healthcare-associated infection,858,CONFIRMED,ACTIVE
STATE,Oaxaca,Hepatitis A,12,CONFIRMED,ACTIVE
STATE,Oaxaca,Hepatitis B,16,CONFIRMED,ACTIVE
STATE,Oaxaca,Hepatitis C,22,CONFIRMED,ACTIVE
STATE,Oaxaca,Infectious gastroenteritis,43168,CONFIRMED,ACTIVE
STATE,Oaxaca,Influenza,164,CONFIRMED,ACTIVE
STATE,Oaxaca,Leprosy,1,CONFIRMED,ACTIVE
STATE,Oaxaca,Leptospirosis,7,CONFIRMED,ACTIVE
STATE,Oaxaca,Lymphogranuloma venereum,3,CONFIRMED,ACTIVE
STATE,Oaxaca,Meningitis,5,CONFIRMED,ACTIVE
STATE,Oaxaca,Mumps,37,CONFIRMED,ACTIVE
STATE,Oaxaca,Myiasis,16,CONFIRMED,ACTIVE
STATE,Oaxaca,Other viral hepatitis,13,CONFIRMED,ACTIVE
STATE,Oaxaca,Parasitic disease,207426,CONFIRMED,ACTIVE
STATE,Oaxaca,Paratyphoid fever,34,CONFIRMED,ACTIVE
STATE,Oaxaca,Pinto disease,2,CONFIRMED,ACTIVE
STATE,Oaxaca,Pinworm infection,488,CONFIRMED,ACTIVE
STATE,Oaxaca,Pneumonia,636,CONFIRMED,ACTIVE
STATE,Oaxaca,Scabies,269737,CONFIRMED,ACTIVE
STATE,Oaxaca,Scarlet fever,8,CONFIRMED,ACTIVE
STATE,Oaxaca,Strep throat,6646,CONFIRMED,ACTIVE
STATE,Oaxaca,Syphilis,112,CONFIRMED,ACTIVE
STATE,Oaxaca,Taeniasis,9,CONFIRMED,ACTIVE
STATE,Oaxaca,Toxoplasmosis,1,CONFIRMED,ACTIVE
STATE,Oaxaca,Trichomonas infection,173,CONFIRMED,ACTIVE
STATE,Oaxaca,Tuberculosis,60292,CONFIRMED,ACTIVE
STATE,Oaxaca,Typhoid fever,25,CONFIRMED,ACTIVE
STATE,Oaxaca,Urethritis,26491,CONFIRMED,ACTIVE
STATE,Oaxaca,Vaginal yeast infection,1335,CONFIRMED,ACTIVE
STATE,Oaxaca,Vaginitis,463,CONFIRMED,ACTIVE
STATE,Oaxaca,Viral exanthem,144,CONFIRMED,ACTIVE
STATE,Oaxaca,Whooping cough,9,CONFIRMED,ACTIVE
STATE,Puebla,Acute otitis media,3472,CONFIRMED,ACTIVE
STATE,Puebla,Brucellosis,43,CONFIRMED,ACTIVE
STATE,Puebla,COVID-19,6,CONFIRMED,ACTIVE
STATE,Puebla,Chagas disease,16,CONFIRMED,ACTIVE
STATE,Puebla,Chancroid,4,CONFIRMED,ACTIVE
STATE,Puebla,Chickenpox,335,CONFIRMED,ACTIVE
STATE,Puebla,Common cold,279523,CONFIRMED,ACTIVE
STATE,Puebla,Conjunctivitis,5547,CONFIRMED,ACTIVE
STATE,Puebla,Conjunctivitis due to virus,1,CONFIRMED,ACTIVE
STATE,Puebla,Cysticercosis,1,CONFIRMED,ACTIVE
STATE,Puebla,Dengue Severe,1,CONFIRMED,ACTIVE
STATE,Puebla,Dengue fever,2,CONFIRMED,ACTIVE
STATE,Puebla,Erysipelas,36,CONFIRMED,ACTIVE
STATE,Puebla,Genital herpes,32,CONFIRMED,ACTIVE
STATE,Puebla,Gonorrhea,38,CONFIRMED,ACTIVE
STATE,Puebla,HIV/AIDS,163,CONFIRMED,ACTIVE
STATE,Puebla,HPV,36,CONFIRMED,ACTIVE
STATE,Puebla,Healthcare-associated infection,1075,CONFIRMED,ACTIVE
STATE,Puebla,Hepatitis A,27,CONFIRMED,ACTIVE
STATE,Puebla,Hepatitis B,2,CONFIRMED,ACTIVE
STATE,Puebla,Hepatitis C,36,CONFIRMED,ACTIVE
STATE,Puebla,Infectious gastroenteritis,92263,CONFIRMED,ACTIVE
STATE,Puebla,Influenza,507,CONFIRMED,ACTIVE
STATE,Puebla,Leprosy,1,CONFIRMED,ACTIVE
STATE,Puebla,Lymphogranuloma venereum,3,CONFIRMED,ACTIVE
STATE,Puebla,Mpox,3,CONFIRMED,ACTIVE
STATE,Puebla,Mumps,30,CONFIRMED,ACTIVE
STATE,Puebla,Myiasis,9,CONFIRMED,ACTIVE
STATE,Puebla,Other viral hepatitis,7,CONFIRMED,ACTIVE
STATE,Puebla,Parasitic disease,86472,CONFIRMED,ACTIVE
STATE,Puebla,Paratyphoid fever,5,CONFIRMED,ACTIVE
STATE,Puebla,Pinworm infection,99,CONFIRMED,ACTIVE
STATE,Puebla,Pneumonia,922,CONFIRMED,ACTIVE
STATE,Puebla,Scabies,109,CONFIRMED,ACTIVE
STATE,Puebla,Scarlet fever,17,CONFIRMED,ACTIVE
STATE,Puebla,Strep throat,607,CONFIRMED,ACTIVE
STATE,Puebla,Syphilis,105,CONFIRMED,ACTIVE
STATE,Puebla,Taeniasis,6,CONFIRMED,ACTIVE
STATE,Puebla,Toxoplasmosis,3,CONFIRMED,ACTIVE
STATE,Puebla,Trichinosis,1,CONFIRMED,ACTIVE
STATE,Puebla,Trichomonas infection,360,CONFIRMED,ACTIVE
STATE,Puebla,Tuberculosis,54256,CONFIRMED,ACTIVE
STATE,Puebla,Typhoid fever,18,CONFIRMED,ACTIVE
STATE,Puebla,Urethritis,42443,CONFIRMED,ACTIVE
STATE,Puebla,Vaginal yeast infection,1327,CONFIRMED,ACTIVE
STATE,Puebla,Vaginitis,646,CONFIRMED,ACTIVE
STATE,Puebla,Viral exanthem,484,CONFIRMED,ACTIVE
STATE,Puebla,Whooping cough,3,CONFIRMED,ACTIVE
STATE,Querétaro,Acute otitis media,1773,CONFIRMED,ACTIVE
STATE,Querétaro,Brucellosis,2,CONFIRMED,ACTIVE
STATE,Querétaro,COVID-19,3,CONFIRMED,ACTIVE
STATE,Querétaro,Chagas disease,3,CONFIRMED,ACTIVE
STATE,Querétaro,Chancroid,1,CONFIRMED,ACTIVE
STATE,Querétaro,Chickenpox,408,CONFIRMED,ACTIVE
STATE,Querétaro,Common cold,129567,CONFIRMED,ACTIVE
STATE,Querétaro,Conjunctivitis,3266,CONFIRMED,ACTIVE
STATE,Querétaro,Dengue Severe,1,CONFIRMED,ACTIVE
STATE,Querétaro,Erysipelas,8,CONFIRMED,ACTIVE
STATE,Querétaro,Genital herpes,17,CONFIRMED,ACTIVE
STATE,Querétaro,Gonorrhea,1,CONFIRMED,ACTIVE
STATE,Querétaro,HIV/AIDS,97,CONFIRMED,ACTIVE
STATE,Querétaro,HPV,24,CONFIRMED,ACTIVE
STATE,Querétaro,Healthcare-associated infection,153,CONFIRMED,ACTIVE
STATE,Querétaro,Hepatitis A,9,CONFIRMED,ACTIVE
STATE,Querétaro,Hepatitis B,3,CONFIRMED,ACTIVE
STATE,Querétaro,Hepatitis C,31,CONFIRMED,ACTIVE
STATE,Querétaro,Infectious gastroenteritis,51735,CONFIRMED,ACTIVE
STATE,Querétaro,Influenza,89,CONFIRMED,ACTIVE
STATE,Querétaro,Lymphogranuloma venereum,3,CONFIRMED,ACTIVE
STATE,Querétaro,Meningitis,4,CONFIRMED,ACTIVE
STATE,Querétaro,Mumps,40,CONFIRMED,ACTIVE
STATE,Querétaro,Myiasis,2,CONFIRMED,ACTIVE
STATE,Querétaro,Other viral hepatitis,1,CONFIRMED,ACTIVE
STATE,Querétaro,Parasitic disease,23,CONFIRMED,ACTIVE
STATE,Querétaro,Pinworm infection,2,CONFIRMED,ACTIVE
STATE,Querétaro,Pneumonia,850,CONFIRMED,ACTIVE
STATE,Querétaro,Scabies,23,CONFIRMED,ACTIVE
STATE,Querétaro,Scarlet fever,8,CONFIRMED,ACTIVE
STATE,Querétaro,Strep throat,14,CONFIRMED,ACTIVE
STATE,Querétaro,Syphilis,94,CONFIRMED,ACTIVE
STATE,Querétaro,Trichomonas infection,27,CONFIRMED,ACTIVE
STATE,Querétaro,Tuberculosis,79,CONFIRMED,ACTIVE
STATE,Querétaro,Urethritis,24285,CONFIRMED,ACTIVE
STATE,Querétaro,Vaginal yeast infection,400,CONFIRMED,ACTIVE
STATE,Querétaro,Vaginitis,719,CONFIRMED,ACTIVE
STATE,Querétaro,Viral exanthem,267,CONFIRMED,ACTIVE
STATE,Querétaro,Whooping cough,35,CONFIRMED,ACTIVE
STATE,Quintana Roo,Acute otitis media,704,CONFIRMED,ACTIVE
STATE,Quintana Roo,Brucellosis,3,CONFIRMED,ACTIVE
STATE,Quintana Roo,COVID-19,1,CONFIRMED,ACTIVE
STATE,Quintana Roo,Chagas disease,3,CONFIRMED,ACTIVE
STATE,Quintana Roo,Chancroid,1,CONFIRMED,ACTIVE
STATE,Quintana Roo,Chickenpox,502,CONFIRMED,ACTIVE
STATE,Quintana Roo,Chikungunya,6,CONFIRMED,ACTIVE
STATE,Quintana Roo,Common cold,83980,CONFIRMED,ACTIVE
STATE,Quintana Roo,Conjunctivitis,215,CONFIRMED,ACTIVE
STATE,Quintana Roo,Conjunctivitis due to virus,1,CONFIRMED,ACTIVE
STATE,Quintana Roo,Cysticercosis,1,CONFIRMED,ACTIVE
STATE,Quintana Roo,Dengue Severe,1,CONFIRMED,ACTIVE
STATE,Quintana Roo,Dengue fever,63,CONFIRMED,ACTIVE
STATE,Quintana Roo,Erysipelas,47,CONFIRMED,ACTIVE
STATE,Quintana Roo,Genital herpes,65,CONFIRMED,ACTIVE
STATE,Quintana Roo,Gonorrhea,19,CONFIRMED,ACTIVE
STATE,Quintana Roo,HIV/AIDS,297,CONFIRMED,ACTIVE
STATE,Quintana Roo,HPV,33,CONFIRMED,ACTIVE
STATE,Quintana Roo,Healthcare-associated infection,598,CONFIRMED,ACTIVE
STATE,Quintana Roo,Hepatitis A,16,CONFIRMED,ACTIVE
STATE,Quintana Roo,Hepatitis B,8,CONFIRMED,ACTIVE
STATE,Quintana Roo,Hepatitis C,42,CONFIRMED,ACTIVE
STATE,Quintana Roo,Infectious gastroenteritis,27802,CONFIRMED,ACTIVE
STATE,Quintana Roo,Influenza,37,CONFIRMED,ACTIVE
STATE,Quintana Roo,Leishmaniasis,87,CONFIRMED,ACTIVE
STATE,Quintana Roo,Leprosy,1,CONFIRMED,ACTIVE
STATE,Quintana Roo,Leptospirosis,2,CONFIRMED,ACTIVE
STATE,Quintana Roo,Lymphogranuloma venereum,1,CONFIRMED,ACTIVE
STATE,Quintana Roo,Meningitis,6,CONFIRMED,ACTIVE
STATE,Quintana Roo,Mpox,5,CONFIRMED,ACTIVE
STATE,Quintana Roo,Mumps,52,CONFIRMED,ACTIVE
STATE,Quintana Roo,Myiasis,3,CONFIRMED,ACTIVE
STATE,Quintana Roo,Other viral hepatitis,2,CONFIRMED,ACTIVE
STATE,Quintana Roo,Parasitic disease,61979,CONFIRMED,ACTIVE
STATE,Quintana Roo,Paratyphoid fever,9,CONFIRMED,ACTIVE
STATE,Quintana Roo,Pinto disease,2,CONFIRMED,ACTIVE
STATE,Quintana Roo,Pinworm infection,75211,CONFIRMED,ACTIVE
STATE,Quintana Roo,Pneumonia,364,CONFIRMED,ACTIVE
STATE,Quintana Roo,Scabies,218764,CONFIRMED,ACTIVE
STATE,Quintana Roo,Scarlet fever,3,CONFIRMED,ACTIVE
STATE,Quintana Roo,Strep throat,455,CONFIRMED,ACTIVE
STATE,Quintana Roo,Syphilis,172,CONFIRMED,ACTIVE
STATE,Quintana Roo,Toxoplasmosis,1,CONFIRMED,ACTIVE
STATE,Quintana Roo,Trichinosis,1,CONFIRMED,ACTIVE
STATE,Quintana Roo,Trichomonas infection,77,CONFIRMED,ACTIVE
STATE,Quintana Roo,Tuberculosis,47368,CONFIRMED,ACTIVE
STATE,Quintana Roo,Typhoid fever,5,CONFIRMED,ACTIVE
STATE,Quintana Roo,Urethritis,23784,CONFIRMED,ACTIVE
STATE,Quintana Roo,Vaginal yeast infection,479,CONFIRMED,ACTIVE
STATE,Quintana Roo,Vaginitis,596,CONFIRMED,ACTIVE
STATE,Quintana Roo,Viral exanthem,391,CONFIRMED,ACTIVE
STATE,Quintana Roo,Whooping cough,10,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Acute otitis media,3413,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Brucellosis,6,CONFIRMED,ACTIVE
STATE,San Luis Potosí,COVID-19,9,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Chagas disease,8,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Chancroid,2,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Chickenpox,681,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Common cold,138729,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Conjunctivitis,2554,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Conjunctivitis due to virus,2,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Cysticercosis,4,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Dengue Severe,2,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Dengue fever,6,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Erysipelas,21,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Genital herpes,31,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Gonorrhea,8,CONFIRMED,ACTIVE
STATE,San Luis Potosí,HIV/AIDS,103,CONFIRMED,ACTIVE
STATE,San Luis Potosí,HPV,36,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Healthcare-associated infection,571,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Hepatitis A,11,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Hepatitis B,2,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Hepatitis C,9,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Infectious gastroenteritis,42374,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Influenza,196,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Leptospirosis,1,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Lymphogranuloma venereum,2,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Meningitis,5,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Mumps,51,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Myiasis,3,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Other viral hepatitis,16,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Parasitic disease,526,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Paratyphoid fever,6,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Pinworm infection,30,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Pneumonia,822,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Scabies,95248,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Scarlet fever,10,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Strep throat,278,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Syphilis,156,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Taeniasis,21,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Tetanus,1,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Toxoplasmosis,1,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Trichomonas infection,82,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Tuberculosis,40220,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Typhoid fever,51,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Urethritis,19155,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Vaginal yeast infection,708,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Vaginitis,223,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Viral exanthem,107,CONFIRMED,ACTIVE
STATE,San Luis Potosí,Whooping cough,28,CONFIRMED,ACTIVE
STATE,Sinaloa,Acute otitis media,767,CONFIRMED,ACTIVE
STATE,Sinaloa,Brucellosis,16,CONFIRMED,ACTIVE
STATE,Sinaloa,Chagas disease,2,CONFIRMED,ACTIVE
STATE,Sinaloa,Chancroid,2,CONFIRMED,ACTIVE
STATE,Sinaloa,Chickenpox,514,CONFIRMED,ACTIVE
STATE,Sinaloa,Common cold,129680,CONFIRMED,ACTIVE
STATE,Sinaloa,Conjunctivitis,596,CONFIRMED,ACTIVE
STATE,Sinaloa,Cysticercosis,4,CONFIRMED,ACTIVE
STATE,Sinaloa,Dengue Severe,21,CONFIRMED,ACTIVE
STATE,Sinaloa,Dengue fever,265,CONFIRMED,ACTIVE
STATE,Sinaloa,Erysipelas,15,CONFIRMED,ACTIVE
STATE,Sinaloa,Genital herpes,32,CONFIRMED,ACTIVE
STATE,Sinaloa,Gonorrhea,10,CONFIRMED,ACTIVE
STATE,Sinaloa,HIV/AIDS,102,CONFIRMED,ACTIVE
STATE,Sinaloa,HPV,105,CONFIRMED,ACTIVE
STATE,Sinaloa,Healthcare-associated infection,376,CONFIRMED,ACTIVE
STATE,Sinaloa,Hepatitis A,19,CONFIRMED,ACTIVE
STATE,Sinaloa,Hepatitis B,8,CONFIRMED,ACTIVE
STATE,Sinaloa,Hepatitis C,84,CONFIRMED,ACTIVE
STATE,Sinaloa,Infectious gastroenteritis,34274,CONFIRMED,ACTIVE
STATE,Sinaloa,Influenza,118,CONFIRMED,ACTIVE
STATE,Sinaloa,Leprosy,5,CONFIRMED,ACTIVE
STATE,Sinaloa,Leptospirosis,32,CONFIRMED,ACTIVE
STATE,Sinaloa,Meningitis,15,CONFIRMED,ACTIVE
STATE,Sinaloa,Mumps,81,CONFIRMED,ACTIVE
STATE,Sinaloa,Other viral hepatitis,36,CONFIRMED,ACTIVE
STATE,Sinaloa,Parasitic disease,1213,CONFIRMED,ACTIVE
STATE,Sinaloa,Paratyphoid fever,68,CONFIRMED,ACTIVE
STATE,Sinaloa,Pinto disease,1,CONFIRMED,ACTIVE
STATE,Sinaloa,Pinworm infection,60155,CONFIRMED,ACTIVE
STATE,Sinaloa,Pneumonia,955,CONFIRMED,ACTIVE
STATE,Sinaloa,Rocky Mountain spotted fever,8,CONFIRMED,ACTIVE
STATE,Sinaloa,Scabies,184725,CONFIRMED,ACTIVE
STATE,Sinaloa,Scarlet fever,18,CONFIRMED,ACTIVE
STATE,Sinaloa,Strep throat,411,CONFIRMED,ACTIVE
STATE,Sinaloa,Syphilis,242,CONFIRMED,ACTIVE
STATE,Sinaloa,Toxoplasmosis,1,CONFIRMED,ACTIVE
STATE,Sinaloa,Trichomonas infection,56,CONFIRMED,ACTIVE
STATE,Sinaloa,Tuberculosis,113679,CONFIRMED,ACTIVE
STATE,Sinaloa,Typhoid fever,141,CONFIRMED,ACTIVE
STATE,Sinaloa,Urethritis,22704,CONFIRMED,ACTIVE
STATE,Sinaloa,Vaginal yeast infection,611,CONFIRMED,ACTIVE
STATE,Sinaloa,Vaginitis,543,CONFIRMED,ACTIVE
STATE,Sinaloa,Viral exanthem,509,CONFIRMED,ACTIVE
STATE,Sinaloa,Whooping cough,12,CONFIRMED,ACTIVE
STATE,Sonora,Acute otitis media,896,CONFIRMED,ACTIVE
STATE,Sonora,Brucellosis,1,CONFIRMED,ACTIVE
STATE,Sonora,COVID-19,4,CONFIRMED,ACTIVE
STATE,Sonora,Chancroid,2,CONFIRMED,ACTIVE
STATE,Sonora,Chickenpox,328,CONFIRMED,ACTIVE
STATE,Sonora,Common cold,122697,CONFIRMED,ACTIVE
STATE,Sonora,Conjunctivitis,315,CONFIRMED,ACTIVE
STATE,Sonora,Conjunctivitis due to virus,1,CONFIRMED,ACTIVE
STATE,Sonora,Dengue Severe,8,CONFIRMED,ACTIVE
STATE,Sonora,Dengue fever,360,CONFIRMED,ACTIVE
STATE,Sonora,Erysipelas,10,CONFIRMED,ACTIVE
STATE,Sonora,Genital herpes,42,CONFIRMED,ACTIVE
STATE,Sonora,Gonorrhea,35,CONFIRMED,ACTIVE
STATE,Sonora,HIV/AIDS,83,CONFIRMED,ACTIVE
STATE,Sonora,HPV,27,CONFIRMED,ACTIVE
STATE,Sonora,Healthcare-associated infection,1057,CONFIRMED,ACTIVE
STATE,Sonora,Hepatitis A,60,CONFIRMED,ACTIVE
STATE,Sonora,Hepatitis B,7,CONFIRMED,ACTIVE
STATE,Sonora,Hepatitis C,73,CONFIRMED,ACTIVE
STATE,Sonora,Infectious gastroenteritis,45789,CONFIRMED,ACTIVE
STATE,Sonora,Influenza,85,CONFIRMED,ACTIVE
STATE,Sonora,Leptospirosis,2,CONFIRMED,ACTIVE
STATE,Sonora,Lymphogranuloma venereum,3,CONFIRMED,ACTIVE
STATE,Sonora,Meningitis,8,CONFIRMED,ACTIVE
STATE,Sonora,Mpox,1,CONFIRMED,ACTIVE
STATE,Sonora,Mumps,79,CONFIRMED,ACTIVE
STATE,Sonora,Other viral hepatitis,36,CONFIRMED,ACTIVE
STATE,Sonora,Parasitic disease,645,CONFIRMED,ACTIVE
STATE,Sonora,Paratyphoid fever,9,CONFIRMED,ACTIVE
STATE,Sonora,Pinto disease,1,CONFIRMED,ACTIVE
STATE,Sonora,Pinworm infection,60,CONFIRMED,ACTIVE
STATE,Sonora,Pneumonia,2494,CONFIRMED,ACTIVE
STATE,Sonora,Rocky Mountain spotted fever,34,CONFIRMED,ACTIVE
STATE,Sonora,Scabies,188592,CONFIRMED,ACTIVE
STATE,Sonora,Scarlet fever,20,CONFIRMED,ACTIVE
STATE,Sonora,Strep throat,3484,CONFIRMED,ACTIVE
STATE,Sonora,Syphilis,174,CONFIRMED,ACTIVE
STATE,Sonora,Taeniasis,2,CONFIRMED,ACTIVE
STATE,Sonora,Trichomonas infection,57,CONFIRMED,ACTIVE
STATE,Sonora,Tuberculosis,96546,CONFIRMED,ACTIVE
STATE,Sonora,Typhoid fever,8,CONFIRMED,ACTIVE
STATE,Sonora,Urethritis,21280,CONFIRMED,ACTIVE
STATE,Sonora,Vaginal yeast infection,426,CONFIRMED,ACTIVE
STATE,Sonora,Vaginitis,279,CONFIRMED,ACTIVE
STATE,Sonora,Viral exanthem,652,CONFIRMED,ACTIVE
STATE,Sonora,Whooping cough,33,CONFIRMED,ACTIVE
STATE,Tabasco,Acute otitis media,659,CONFIRMED,ACTIVE
STATE,Tabasco,COVID-19,1,CONFIRMED,ACTIVE
STATE,Tabasco,Chagas disease,5,CONFIRMED,ACTIVE
STATE,Tabasco,Chancroid,4,CONFIRMED,ACTIVE
STATE,Tabasco,Chickenpox,598,CONFIRMED,ACTIVE
STATE,Tabasco,Common cold,134645,CONFIRMED,ACTIVE
STATE,Tabasco,Conjunctivitis,554,CONFIRMED,ACTIVE
STATE,Tabasco,Dengue Severe,7,CONFIRMED,ACTIVE
STATE,Tabasco,Dengue fever,291,CONFIRMED,ACTIVE
STATE,Tabasco,Erysipelas,177,CONFIRMED,ACTIVE
STATE,Tabasco,Genital herpes,37,CONFIRMED,ACTIVE
STATE,Tabasco,Gonorrhea,56,CONFIRMED,ACTIVE
STATE,Tabasco,HIV/AIDS,94,CONFIRMED,ACTIVE
STATE,Tabasco,HPV,13,CONFIRMED,ACTIVE
STATE,Tabasco,Healthcare-associated infection,288,CONFIRMED,ACTIVE
STATE,Tabasco,Hepatitis A,13,CONFIRMED,ACTIVE
STATE,Tabasco,Hepatitis B,3,CONFIRMED,ACTIVE
STATE,Tabasco,Hepatitis C,20,CONFIRMED,ACTIVE
STATE,Tabasco,Infectious gastroenteritis,32101,CONFIRMED,ACTIVE
STATE,Tabasco,Influenza,74,CONFIRMED,ACTIVE
STATE,Tabasco,Leishmaniasis,19,CONFIRMED,ACTIVE
STATE,Tabasco,Leptospirosis,8,CONFIRMED,ACTIVE
STATE,Tabasco,Meningitis,12,CONFIRMED,ACTIVE
